Time [ms],CPU usage [%],GC activity [%],Size [B],Used [B]
"10:38:20.329 PM, Apr 22, 2015",92.6,2.4,8582594560,3275063208
"10:38:21.329 PM, Apr 22, 2015",92.3,0.4,8562147328,3100432808
"10:38:22.329 PM, Apr 22, 2015",94.4,0.3,8588886016,2768611992
"10:38:23.329 PM, Apr 22, 2015",97.6,0,8588886016,4760176560
"10:38:24.329 PM, Apr 22, 2015",84.2,1.3,8589934592,4075651264
"10:38:25.330 PM, Apr 22, 2015",96.1,2.1,8589934592,3657260544
"10:38:26.330 PM, Apr 22, 2015",97.1,0.4,8577875968,3479147384
"10:38:27.330 PM, Apr 22, 2015",94.5,0.4,8582594560,3158245536
"10:38:28.330 PM, Apr 22, 2015",93.9,0,8582594560,5036144080
"10:38:29.330 PM, Apr 22, 2015",72.8,0.3,8570535936,4120730360
"10:38:30.330 PM, Apr 22, 2015",96.5,1.9,8589934592,3970921480
"10:38:31.330 PM, Apr 22, 2015",96.6,2,8589934592,3503990736
"10:38:32.330 PM, Apr 22, 2015",94.6,0.4,8579973120,3397897392
"10:38:33.330 PM, Apr 22, 2015",98.1,0.4,8589934592,2990098656
"10:38:34.330 PM, Apr 22, 2015",75.9,0,8589934592,4270566088
"10:38:35.330 PM, Apr 22, 2015",96.9,1.8,8589934592,4017393680
"10:38:36.335 PM, Apr 22, 2015",86.6,2.4,8589934592,3317506552
"10:38:37.331 PM, Apr 22, 2015",89.3,0,8589934592,5576427832
"10:38:38.331 PM, Apr 22, 2015",94.9,0.5,8564244480,5276209448
"10:38:39.332 PM, Apr 22, 2015",93.8,0.4,8589934592,4497962240
"10:38:40.331 PM, Apr 22, 2015",76.9,1.4,8589934592,3660229632
"10:38:41.336 PM, Apr 22, 2015",96.4,2.1,8584691712,3311846304
"10:38:42.336 PM, Apr 22, 2015",97,0,8584691712,5777027688
"10:38:43.336 PM, Apr 22, 2015",96.9,0.4,8572633088,5519553072
"10:38:44.336 PM, Apr 22, 2015",94.8,0.4,8589934592,4924863024
"10:38:45.336 PM, Apr 22, 2015",80,0.4,8570011648,3839792744
"10:38:46.336 PM, Apr 22, 2015",97,2,8589934592,3784200912
"10:38:47.336 PM, Apr 22, 2015",94.4,2,8589934592,3473846512
"10:38:48.336 PM, Apr 22, 2015",100,0,8589934592,5765900464
"10:38:49.337 PM, Apr 22, 2015",97.8,0.4,8568438784,5393613992
"10:38:50.337 PM, Apr 22, 2015",80.6,0.4,8588361728,4391307376
"10:38:51.337 PM, Apr 22, 2015",84.3,1.8,8589934592,3981550464
"10:38:52.337 PM, Apr 22, 2015",96.3,2,8589934592,3634568768
"10:38:53.337 PM, Apr 22, 2015",97.8,0,8589934592,5886348584
"10:38:54.337 PM, Apr 22, 2015",99.1,0.7,8565293056,5435771320
"10:38:55.337 PM, Apr 22, 2015",93,0.4,8589934592,4703278288
"10:38:56.337 PM, Apr 22, 2015",70.3,1.4,8589934592,3747094032
"10:38:57.337 PM, Apr 22, 2015",71.1,1.6,8583118848,4076891288
"10:38:58.338 PM, Apr 22, 2015",100,0,8583118848,5649442368
"10:38:59.338 PM, Apr 22, 2015",97.3,0.6,8565817344,5408923648
"10:39:00.338 PM, Apr 22, 2015",95.9,0.5,8587313152,4913193880
"10:39:01.338 PM, Apr 22, 2015",73.1,0,8587313152,6263563176
"10:39:02.338 PM, Apr 22, 2015",81.8,0.6,8559001600,5888351888
"10:39:03.338 PM, Apr 22, 2015",97,2,8589934592,5546602208
"10:39:04.338 PM, Apr 22, 2015",94.9,1.4,8589934592,5197231680
"10:39:05.338 PM, Apr 22, 2015",97.6,0.5,8571060224,4852249488
"10:39:06.338 PM, Apr 22, 2015",97.7,0.4,8589934592,4112269288
"10:39:07.339 PM, Apr 22, 2015",79.9,0,8589934592,6126838480
"10:39:08.339 PM, Apr 22, 2015",97.7,1.9,8589934592,5862377416
"10:39:09.339 PM, Apr 22, 2015",100,2.3,8589934592,5246514944
"10:39:10.339 PM, Apr 22, 2015",96.8,0.4,8575254528,5049561104
"10:39:11.339 PM, Apr 22, 2015",97.2,0.5,8589934592,4550722344
"10:39:12.339 PM, Apr 22, 2015",74.8,0,8589934592,6310592312
"10:39:13.339 PM, Apr 22, 2015",97.2,1.7,8589934592,6127196296
"10:39:14.339 PM, Apr 22, 2015",95.8,2.1,8589934592,5640798776
"10:39:15.339 PM, Apr 22, 2015",96,0.6,8564244480,5407625368
"10:39:16.339 PM, Apr 22, 2015",93.9,0.4,8589934592,4949492640
"10:39:17.340 PM, Apr 22, 2015",74.1,0,8589934592,6341533152
"10:39:18.340 PM, Apr 22, 2015",95.6,1.4,8589934592,6261148848
"10:39:19.340 PM, Apr 22, 2015",95.9,2.2,8587837440,5794354728
"10:39:20.340 PM, Apr 22, 2015",91.8,0.5,8573157376,5585809504
"10:39:21.340 PM, Apr 22, 2015",91,0.6,8589934592,5224685568
"10:39:22.340 PM, Apr 22, 2015",83.7,0,8589934592,6918662400
"10:39:23.340 PM, Apr 22, 2015",89.3,0.7,8560574464,6704329752
"10:39:24.340 PM, Apr 22, 2015",92.5,2.3,8589934592,6325438176
"10:39:25.342 PM, Apr 22, 2015",97.2,1.2,8589934592,6085215968
"10:39:26.342 PM, Apr 22, 2015",95.5,0.6,8572633088,5792532192
"10:39:27.343 PM, Apr 22, 2015",94.4,0.4,8587837440,4996289464
"10:39:28.347 PM, Apr 22, 2015",78.6,1.8,8589934592,4755684208
"10:39:29.348 PM, Apr 22, 2015",95.2,0,8589934592,6766429656
"10:39:30.348 PM, Apr 22, 2015",95.6,2,8589934592,6371977560
"10:39:31.348 PM, Apr 22, 2015",100,0.5,8569487360,6065722952
"10:39:32.348 PM, Apr 22, 2015",96.1,0.5,8587837440,5441280448
"10:39:33.348 PM, Apr 22, 2015",77.3,1.9,8589934592,4906816016
"10:39:34.349 PM, Apr 22, 2015",94.2,1.8,8589934592,4926833616
"10:39:35.349 PM, Apr 22, 2015",100,0,8589934592,6919311136
"10:39:36.349 PM, Apr 22, 2015",97.4,0.5,8564768768,6677450856
"10:39:37.349 PM, Apr 22, 2015",96.9,0.5,8589934592,6014517608
"10:39:38.349 PM, Apr 22, 2015",73.7,1.5,8589934592,5020776048
"10:39:39.375 PM, Apr 22, 2015",94.3,1.8,8586264576,5077349936
"10:39:40.352 PM, Apr 22, 2015",100,0,8586264576,7093889640
"10:39:41.352 PM, Apr 22, 2015",97.1,0.6,8570011648,6939962888
"10:39:42.352 PM, Apr 22, 2015",94.5,0.5,8586788864,6609841624
"10:39:43.352 PM, Apr 22, 2015",76.8,0.5,8569487360,5472783952
"10:39:44.352 PM, Apr 22, 2015",97,1.9,8589934592,5469984432
"10:39:45.352 PM, Apr 22, 2015",93.9,2,8589934592,5238309760
"10:39:46.352 PM, Apr 22, 2015",100,0,8589934592,7415760600
"10:39:47.352 PM, Apr 22, 2015",95.6,0.6,8578400256,6982464264
"10:39:48.352 PM, Apr 22, 2015",85.3,0.6,8589934592,6041868856
"10:39:49.353 PM, Apr 22, 2015",83,1.9,8589934592,5603618840
"10:39:50.353 PM, Apr 22, 2015",97.7,2.2,8589934592,5400170704
"10:39:51.353 PM, Apr 22, 2015",96,0,8589934592,7518789712
"10:39:52.353 PM, Apr 22, 2015",94.9,0.8,8576303104,7257512696
"10:39:53.353 PM, Apr 22, 2015",95.8,0.6,8589934592,6747984256
"10:39:54.354 PM, Apr 22, 2015",72.6,1.5,8589934592,6072002392
"10:39:56.259 PM, Apr 22, 2015",94.6,1.1,8579973120,7774400528
"10:39:56.435 PM, Apr 22, 2015",22.1,12.1,8572633088,891248736
"10:39:59.805 PM, Apr 22, 2015",1.2,0,8572633088,1046185584
"10:39:59.912 PM, Apr 22, 2015",100,0,8572633088,1167846072
"10:39:59.929 PM, Apr 22, 2015",0,0,8572633088,1167846072
"10:40:00.610 PM, Apr 22, 2015",100,0,8572633088,2694574368
"10:40:01.355 PM, Apr 22, 2015",90.8,0.1,8569487360,1726859112
"10:40:02.355 PM, Apr 22, 2015",86.3,0,8569487360,3333054320
"10:40:03.511 PM, Apr 22, 2015",88.8,2.1,8589934592,1052765648
"10:40:04.355 PM, Apr 22, 2015",93.2,0,8589934592,2778806336
"10:40:05.504 PM, Apr 22, 2015",95.4,0.6,8589934592,2908083536
"10:40:06.917 PM, Apr 22, 2015",91.6,0,8571584512,3192327944
"10:40:07.780 PM, Apr 22, 2015",72.5,0.1,8588361728,1773862648
"10:40:08.780 PM, Apr 22, 2015",90.8,1.7,8589934592,1628232160
"10:40:09.780 PM, Apr 22, 2015",97.7,2,8589934592,1214282528
"10:40:10.780 PM, Apr 22, 2015",93.7,0,8589934592,3559408392
"10:40:11.780 PM, Apr 22, 2015",95.9,0.1,8568438784,3270396280
"10:40:12.780 PM, Apr 22, 2015",94.6,0.1,8588361728,2509919712
"10:40:13.780 PM, Apr 22, 2015",80.7,1.5,8589934592,1770072728
"10:40:14.780 PM, Apr 22, 2015",95.6,1.9,8584167424,1375823984
"10:40:15.780 PM, Apr 22, 2015",83.4,0.2,8563720192,1592134296
"10:40:16.781 PM, Apr 22, 2015",100,0,8563720192,3532508784
"10:40:17.781 PM, Apr 22, 2015",90.1,0.1,8589934592,3007181728
"10:40:18.871 PM, Apr 22, 2015",81,1.1,8589934592,2319615944
"10:40:19.781 PM, Apr 22, 2015",94.6,2.3,8589934592,1641569584
"10:40:20.781 PM, Apr 22, 2015",95.4,0.2,8576303104,1537004992
"10:40:21.862 PM, Apr 22, 2015",93.6,0.1,8586788864,1556510328
"10:40:22.781 PM, Apr 22, 2015",98.1,0,8586788864,3415300704
"10:40:23.781 PM, Apr 22, 2015",77.3,0.1,8571584512,2554408008
"10:40:24.781 PM, Apr 22, 2015",85.7,1.7,8589934592,2606639768
"10:40:25.782 PM, Apr 22, 2015",100,2.2,8589934592,1862592712
"10:40:26.782 PM, Apr 22, 2015",96,0.1,8582070272,1697817360
"10:40:27.782 PM, Apr 22, 2015",95.4,0,8582070272,3788897720
"10:40:28.782 PM, Apr 22, 2015",82.7,0.2,8589934592,2723189600
"10:40:29.782 PM, Apr 22, 2015",90.8,1.8,8589934592,2385658160
"10:40:30.782 PM, Apr 22, 2015",81.3,1.7,8589934592,2293139592
"10:40:31.794 PM, Apr 22, 2015",100,0.2,8571060224,1859137632
"10:40:32.795 PM, Apr 22, 2015",86.9,0,8571060224,4275255520
"10:40:33.795 PM, Apr 22, 2015",100,0.2,8589934592,3363587408
"10:40:34.795 PM, Apr 22, 2015",78.1,1.5,8589934592,2738205880
"10:40:35.795 PM, Apr 22, 2015",95.7,2.1,8582594560,2306763152
"10:40:36.795 PM, Apr 22, 2015",97.1,0.2,8572108800,2095993040
"10:40:37.795 PM, Apr 22, 2015",98.4,0,8572108800,4309021896
"10:40:38.795 PM, Apr 22, 2015",96.3,0.2,8571060224,3717124960
"10:40:39.795 PM, Apr 22, 2015",74.5,0.6,8560574464,2825442272
"10:40:40.796 PM, Apr 22, 2015",96.5,1.9,8589934592,2747076584
"10:40:41.799 PM, Apr 22, 2015",94.3,1.2,8589934592,2449790144
"10:40:42.803 PM, Apr 22, 2015",97.6,0.2,8572108800,2272009912
"10:40:43.796 PM, Apr 22, 2015",95.4,0,8572108800,4269394968
"10:40:44.796 PM, Apr 22, 2015",70.9,0.2,8588886016,3128120336
"10:40:45.796 PM, Apr 22, 2015",99.7,2.5,8589934592,2802744368
"10:40:46.796 PM, Apr 22, 2015",95.6,2.1,8589934592,2343024720
"10:40:47.796 PM, Apr 22, 2015",96.5,0,8589934592,4710756072
"10:40:48.796 PM, Apr 22, 2015",95.4,0.3,8568963072,4370119512
"10:40:49.797 PM, Apr 22, 2015",91.9,0.2,8588361728,3632037832
"10:40:50.797 PM, Apr 22, 2015",77,1.6,8589934592,3037009520
"10:40:51.797 PM, Apr 22, 2015",96.3,2,8589934592,2629931688
"10:40:52.803 PM, Apr 22, 2015",96.4,0.2,8564768768,2504435104
"10:40:53.797 PM, Apr 22, 2015",96.1,0,8564768768,4857616256
"10:40:54.797 PM, Apr 22, 2015",94.4,0.2,8589934592,4192466392
"10:40:55.797 PM, Apr 22, 2015",79.4,1.2,8589934592,3428551808
"10:40:56.797 PM, Apr 22, 2015",95.6,2,8589934592,2976694312
"10:40:57.797 PM, Apr 22, 2015",94.5,0.4,8576827392,2779304192
"10:40:58.798 PM, Apr 22, 2015",100,0,8576827392,5056619304
"10:40:59.798 PM, Apr 22, 2015",95.6,0.2,8585216000,4534110560
"10:41:00.798 PM, Apr 22, 2015",76.5,0.3,8570011648,3470248032
"10:41:01.798 PM, Apr 22, 2015",94.4,1.9,8589934592,3357926032
"10:41:02.798 PM, Apr 22, 2015",93.9,2.2,8589934592,2826107824
"10:41:03.798 PM, Apr 22, 2015",94.8,0,8589934592,5134736448
"10:41:04.798 PM, Apr 22, 2015",96.2,0.5,8581021696,4733765488
"10:41:05.798 PM, Apr 22, 2015",90.8,0.3,8589934592,3874192696
"10:41:06.798 PM, Apr 22, 2015",66,1.5,8589934592,3575942040
"10:41:07.799 PM, Apr 22, 2015",100,2.3,8589934592,2987723008
"10:41:08.799 PM, Apr 22, 2015",94.6,0,8589934592,5076915568
"10:41:09.799 PM, Apr 22, 2015",94.5,0.4,8564768768,4806688424
"10:41:10.819 PM, Apr 22, 2015",94.8,0.4,8589934592,4174806816
"10:41:11.799 PM, Apr 22, 2015",73.3,1.5,8589934592,3158013344
"10:41:12.799 PM, Apr 22, 2015",95.6,1.8,8587313152,3149018736
"10:41:13.799 PM, Apr 22, 2015",100,0,8587313152,5105597048
"10:41:14.799 PM, Apr 22, 2015",94.6,0.4,8572108800,4959559456
"10:41:15.799 PM, Apr 22, 2015",94.2,0.3,8589934592,4548411080
"10:41:16.800 PM, Apr 22, 2015",73.1,0.4,8570011648,3398969224
"10:41:17.800 PM, Apr 22, 2015",95.4,1.9,8589934592,3377658224
"10:41:18.800 PM, Apr 22, 2015",95.8,1.8,8589934592,3310658496
"10:41:19.829 PM, Apr 22, 2015",98.5,0,8589934592,5379087568
"10:41:20.800 PM, Apr 22, 2015",97.5,0.6,8568438784,4880116664
"10:41:21.800 PM, Apr 22, 2015",93.9,0.4,8589410304,4086895352
"10:41:22.800 PM, Apr 22, 2015",81.4,1.9,8589934592,3576105296
"10:41:23.800 PM, Apr 22, 2015",96.4,1.9,8589934592,3472314640
"10:41:24.800 PM, Apr 22, 2015",93.6,0,8589934592,5689007856
"10:41:25.801 PM, Apr 22, 2015",95.1,0.5,8565293056,5510580864
"10:41:26.801 PM, Apr 22, 2015",96,0.5,8589934592,4903100848
"10:41:27.801 PM, Apr 22, 2015",71.9,1.4,8589934592,4094766624
"10:41:28.801 PM, Apr 22, 2015",94.1,2,8584167424,3792004320
"10:41:29.801 PM, Apr 22, 2015",100,0.7,8566865920,3633757792
"10:41:30.801 PM, Apr 22, 2015",93.5,0,8566865920,6042365504
"10:41:31.801 PM, Apr 22, 2015",94.7,0.5,8587313152,5442746704
"10:41:32.801 PM, Apr 22, 2015",76.4,0.3,8568438784,4666485232
"10:41:33.801 PM, Apr 22, 2015",100,2,8589934592,4450296088
"10:41:34.809 PM, Apr 22, 2015",92.2,1.8,8589934592,4322763320
"10:41:35.802 PM, Apr 22, 2015",91.9,0.7,8577875968,3817195536
"10:41:36.802 PM, Apr 22, 2015",97.9,0,8577875968,5702176080
"10:41:37.802 PM, Apr 22, 2015",75.4,0.7,8589934592,4550071664
"10:41:38.823 PM, Apr 22, 2015",83.9,1.9,8589934592,4076369128
"10:41:39.823 PM, Apr 22, 2015",93,1.8,8589934592,3958003968
"10:41:40.824 PM, Apr 22, 2015",97.6,0,8589934592,6008493056
"10:41:41.824 PM, Apr 22, 2015",91,0.6,8572633088,5594889808
"10:41:42.824 PM, Apr 22, 2015",89.6,0.4,8589934592,4976178088
"10:41:43.824 PM, Apr 22, 2015",78.6,1.5,8589934592,4072265936
"10:41:44.824 PM, Apr 22, 2015",93.6,0,8589934592,6447029320
"10:41:45.824 PM, Apr 22, 2015",86.5,2.2,8582594560,6268258384
"10:41:46.824 PM, Apr 22, 2015",100,0.7,8571584512,5822688040
"10:41:47.824 PM, Apr 22, 2015",95.1,0.6,8569487360,5348560024
"10:41:48.824 PM, Apr 22, 2015",83.2,0.5,8570535936,4222902824
"10:41:49.825 PM, Apr 22, 2015",80.9,0,8570535936,6560186984
"10:41:50.825 PM, Apr 22, 2015",99.8,2.1,8589934592,6212545184
"10:41:51.825 PM, Apr 22, 2015",94.9,2.2,8589934592,5703061664
"10:41:52.825 PM, Apr 22, 2015",95.6,0.7,8566865920,5335942616
"10:41:53.825 PM, Apr 22, 2015",91.1,0.4,8589410304,4654089920
"10:41:54.825 PM, Apr 22, 2015",73,0,8589410304,6460409920
"10:41:55.825 PM, Apr 22, 2015",95,1.6,8589934592,6235334216
"10:41:56.825 PM, Apr 22, 2015",95,2.2,8589934592,5759987304
"10:41:57.825 PM, Apr 22, 2015",88.1,0.5,8563195904,5643760024
"10:41:58.826 PM, Apr 22, 2015",100,0.4,8589934592,4942732216
"10:41:59.826 PM, Apr 22, 2015",72.1,0,8589934592,6309444872
"10:42:00.826 PM, Apr 22, 2015",82.8,1.3,8589934592,6567548760
"10:42:01.826 PM, Apr 22, 2015",100,2.8,8580497408,5768003560
"10:42:02.826 PM, Apr 22, 2015",91,0.9,8564244480,5452967112
"10:42:03.826 PM, Apr 22, 2015",86.5,0.6,8587837440,5167788408
"10:42:04.826 PM, Apr 22, 2015",100,0,8587837440,6813836680
"10:42:05.826 PM, Apr 22, 2015",74.1,0.4,8570011648,6242499088
"10:42:06.826 PM, Apr 22, 2015",86.4,1.8,8589934592,6235457744
"10:42:07.826 PM, Apr 22, 2015",100,2.5,8589934592,5473929016
"10:42:08.827 PM, Apr 22, 2015",95.1,0.6,8581021696,5166531736
"10:42:09.827 PM, Apr 22, 2015",97.1,0,8581021696,7160380064
"10:42:10.827 PM, Apr 22, 2015",70.4,0.7,8589934592,6088196864
"10:42:11.827 PM, Apr 22, 2015",93.4,1.9,8589934592,5888515560
"10:42:12.827 PM, Apr 22, 2015",92.8,2.1,8589934592,5391691416
"10:42:13.827 PM, Apr 22, 2015",90.5,0.5,8575254528,5313390376
"10:42:14.827 PM, Apr 22, 2015",100,0,8575254528,7316760240
"10:42:15.827 PM, Apr 22, 2015",84.5,0.5,8589934592,6379542608
"10:42:16.827 PM, Apr 22, 2015",85,1.7,8589934592,5949176480
"10:42:17.828 PM, Apr 22, 2015",93,2.2,8586788864,5456578008
"10:42:18.828 PM, Apr 22, 2015",93.2,0.6,8566341632,5260006096
"10:42:19.828 PM, Apr 22, 2015",79.4,0.7,8589934592,5160230760
"10:42:20.828 PM, Apr 22, 2015",100,0,8589934592,6810538496
"10:42:21.828 PM, Apr 22, 2015",73.2,1.5,8589934592,5578421896
"10:42:22.828 PM, Apr 22, 2015",96,2.1,8589934592,5248524016
"10:42:23.828 PM, Apr 22, 2015",87.9,0.5,8576303104,5248556784
"10:42:24.828 PM, Apr 22, 2015",100,0,8576303104,7387530520
"10:42:25.828 PM, Apr 22, 2015",95.3,0.7,8589934592,6862606488
"10:42:26.829 PM, Apr 22, 2015",81.2,0.5,8570011648,5764237848
"10:42:27.829 PM, Apr 22, 2015",84.3,2,8589934592,5409598560
"10:42:28.829 PM, Apr 22, 2015",73.4,1.8,8589934592,5581465488
"10:42:29.971 PM, Apr 22, 2015",100,0,8589934592,7518366888
"10:42:30.829 PM, Apr 22, 2015",85.3,0.7,8568438784,7040869928
"10:42:31.829 PM, Apr 22, 2015",100,0.8,8588361728,6212355088
"10:42:32.829 PM, Apr 22, 2015",75,1.5,8589934592,5545459296
"10:42:33.829 PM, Apr 22, 2015",87.1,0,8589934592,7858488192
"10:42:34.829 PM, Apr 22, 2015",25,12.2,8589934592,893744472
"10:42:37.563 PM, Apr 22, 2015",94.6,0,8589934592,1031966336
"10:42:37.637 PM, Apr 22, 2015",0,0,8589934592,1031966336
"10:42:38.272 PM, Apr 22, 2015",93.5,0,8589934592,2631589176
"10:42:39.096 PM, Apr 22, 2015",95.3,0,8564244480,2019992920
"10:42:39.929 PM, Apr 22, 2015",94.9,0,8589934592,1359386600
"10:42:40.830 PM, Apr 22, 2015",93.5,0,8589934592,2939158768
"10:42:42.268 PM, Apr 22, 2015",88.4,2,8589934592,1055539880
"10:42:43.294 PM, Apr 22, 2015",94.7,0,8589934592,3182163512
"10:42:43.976 PM, Apr 22, 2015",85.8,0.3,8575254528,2450029888
"10:42:45.171 PM, Apr 22, 2015",100,0,8586264576,2352700224
"10:42:45.879 PM, Apr 22, 2015",95.6,0.1,8571060224,1073334952
"10:42:47.134 PM, Apr 22, 2015",79.6,1.4,8589934592,1216466936
"10:42:48.247 PM, Apr 22, 2015",88.9,1.6,8589934592,1356018640
"10:42:49.395 PM, Apr 22, 2015",100,0,8589934592,3673039512
"10:42:50.253 PM, Apr 22, 2015",96.7,0.2,8579448832,3019231072
"10:42:50.832 PM, Apr 22, 2015",90,0.2,8589934592,1574811920
"10:42:51.931 PM, Apr 22, 2015",77.8,0,8589934592,3384724616
"10:42:53.217 PM, Apr 22, 2015",93.4,2.5,8589934592,1378475336
"10:42:54.357 PM, Apr 22, 2015",96.4,0,8589934592,3789159232
"10:42:54.954 PM, Apr 22, 2015",93.5,0.2,8564244480,2674163760
"10:42:55.832 PM, Apr 22, 2015",99.5,0.1,8589934592,1951121352
"10:42:56.832 PM, Apr 22, 2015",76,0,8589934592,3404268744
"10:42:58.207 PM, Apr 22, 2015",95.9,2.4,8587313152,1539697304
"10:42:59.244 PM, Apr 22, 2015",97.2,0.3,8572108800,1539656344
"10:43:00.296 PM, Apr 22, 2015",95.6,0.1,8589934592,1539582616
"10:43:00.833 PM, Apr 22, 2015",91.7,0,8589934592,2709564584
"10:43:01.833 PM, Apr 22, 2015",77.7,0.1,8570011648,1675185256
"10:43:02.840 PM, Apr 22, 2015",98.5,2,8589934592,1701402600
"10:43:03.905 PM, Apr 22, 2015",97.1,1.9,8589934592,1701951464
"10:43:05.181 PM, Apr 22, 2015",94.4,0.1,8568438784,1913721720
"10:43:06.135 PM, Apr 22, 2015",95.4,0,8568438784,3909188376
"10:43:06.834 PM, Apr 22, 2015",88.8,0.2,8589410304,2545230352
"10:43:07.834 PM, Apr 22, 2015",77.5,1.9,8589934592,2008651480
"10:43:08.879 PM, Apr 22, 2015",95.1,2.2,8589934592,1863566648
"10:43:10.077 PM, Apr 22, 2015",93.3,0.3,8564768768,2029124952
"10:43:11.149 PM, Apr 22, 2015",96.8,0.2,8589934592,1863378232
"10:43:11.834 PM, Apr 22, 2015",89.6,0,8589934592,3022891104
"10:43:12.834 PM, Apr 22, 2015",74.4,1.5,8589934592,2243103208
"10:43:13.840 PM, Apr 22, 2015",94.5,2.2,8583643136,2040397256
"10:43:14.855 PM, Apr 22, 2015",98.4,0.3,8565817344,2090587840
"10:43:16.142 PM, Apr 22, 2015",91.5,0.1,8588886016,2736987888
"10:43:17.017 PM, Apr 22, 2015",100,0,8588886016,4211128416
"10:43:18.182 PM, Apr 22, 2015",76.6,0.2,8568963072,3984371104
"10:43:19.468 PM, Apr 22, 2015",94.3,1.4,8589934592,4446274392
"10:43:19.887 PM, Apr 22, 2015",68.9,4,8589934592,2798231608
"10:43:21.057 PM, Apr 22, 2015",100,0.3,8577875968,2683878760
"10:43:22.018 PM, Apr 22, 2015",97.5,0,8577875968,4534990632
"10:43:22.860 PM, Apr 22, 2015",73.6,0.2,8589934592,3330706352
"10:43:24.353 PM, Apr 22, 2015",89.9,1.1,8589934592,4691263856
"10:43:25.235 PM, Apr 22, 2015",100,2.7,8589934592,3580996440
"10:43:26.216 PM, Apr 22, 2015",98.8,0.3,8576303104,3269964744
"10:43:27.007 PM, Apr 22, 2015",94.4,0.3,8589934592,2372344944
"10:43:27.860 PM, Apr 22, 2015",88.1,0,8589934592,3775703520
"10:43:28.860 PM, Apr 22, 2015",87.7,1.6,8589934592,3511532888
"10:43:30.423 PM, Apr 22, 2015",97.6,1.3,8589934592,4487614544
"10:43:31.111 PM, Apr 22, 2015",92.2,0.5,8562671616,3660870144
"10:43:31.861 PM, Apr 22, 2015",95.2,0.4,8589934592,2779422416
"10:43:32.861 PM, Apr 22, 2015",95.8,0,8589934592,4585239864
"10:43:34.362 PM, Apr 22, 2015",83.2,2,8589934592,2669152200
"10:43:35.111 PM, Apr 22, 2015",94.4,0,8589934592,4131591472
"10:43:36.204 PM, Apr 22, 2015",98.9,0.4,8573681664,4091504760
"10:43:37.026 PM, Apr 22, 2015",90.6,0.6,8589934592,3424906736
"10:43:38.017 PM, Apr 22, 2015",99.6,0.3,8570011648,2669037512
"10:43:39.128 PM, Apr 22, 2015",74.1,0,8570011648,5057167792
"10:43:40.346 PM, Apr 22, 2015",95.9,3,8589934592,2829735192
"10:43:41.237 PM, Apr 22, 2015",94.9,0,8589934592,4688268080
"10:43:42.291 PM, Apr 22, 2015",96.2,0.4,8568438784,4559877112
"10:43:42.862 PM, Apr 22, 2015",96.8,0.8,8588361728,3087053728
"10:43:43.966 PM, Apr 22, 2015",85.3,1.4,8589934592,2970555592
"10:43:45.002 PM, Apr 22, 2015",94.1,0,8589934592,5238031040
"10:43:46.277 PM, Apr 22, 2015",97.7,1.9,8564244480,2990965352
"10:43:47.162 PM, Apr 22, 2015",92.5,0,8564244480,4978451008
"10:43:47.871 PM, Apr 22, 2015",87.8,0.5,8589934592,3957409544
"10:43:48.863 PM, Apr 22, 2015",76.7,0,8589934592,5102764448
"10:43:50.121 PM, Apr 22, 2015",84,2.1,8587837440,3522390848
"10:43:51.291 PM, Apr 22, 2015",100,0.5,8570535936,3152809912
"10:43:52.315 PM, Apr 22, 2015",95.1,0,8570535936,5481468536
"10:43:52.867 PM, Apr 22, 2015",79.3,0.5,8588886016,4304249584
"10:43:53.863 PM, Apr 22, 2015",100,0.4,8570011648,3315573624
"10:43:54.999 PM, Apr 22, 2015",78.3,1.5,8589934592,3313884424
"10:43:56.281 PM, Apr 22, 2015",96.8,1.9,8589934592,3314474248
"10:43:57.353 PM, Apr 22, 2015",95.5,0,8589934592,5638618928
"10:43:57.923 PM, Apr 22, 2015",95,0.6,8579973120,4304830624
"10:43:58.864 PM, Apr 22, 2015",95.6,0.4,8589934592,3572009272
"10:43:59.864 PM, Apr 22, 2015",65.4,0,8589934592,5061011680
"10:44:01.310 PM, Apr 22, 2015",96.1,2.5,8589934592,3475745368
"10:44:02.205 PM, Apr 22, 2015",94.5,0,8589934592,5207164304
"10:44:03.336 PM, Apr 22, 2015",99.2,0.3,8564768768,5213312496
"10:44:03.864 PM, Apr 22, 2015",90.2,1.1,8589934592,3733029136
"10:44:04.864 PM, Apr 22, 2015",78.5,0,8589934592,5239490464
"10:44:06.291 PM, Apr 22, 2015",94.4,1.1,8589934592,5944628560
"10:44:07.502 PM, Apr 22, 2015",92.7,1.7,8583118848,6095308248
"10:44:08.361 PM, Apr 22, 2015",95.6,0.6,8571584512,5477835272
"10:44:08.865 PM, Apr 22, 2015",93.5,1.3,8571584512,3953251136
"10:44:09.922 PM, Apr 22, 2015",98.6,0,8571584512,5873262144
"10:44:11.283 PM, Apr 22, 2015",79.7,1.7,8589934592,3798271224
"10:44:12.448 PM, Apr 22, 2015",93.1,0,8589934592,6082945680
"10:44:13.383 PM, Apr 22, 2015",91.5,2.3,8589934592,5411392704
"10:44:14.104 PM, Apr 22, 2015",94.1,0.7,8568438784,4357021632
"10:44:14.897 PM, Apr 22, 2015",93.3,0,8568438784,5946762832
"10:44:15.866 PM, Apr 22, 2015",71.8,0.5,8588361728,4670844856
"10:44:17.374 PM, Apr 22, 2015",96.9,1.2,8589934592,5941915112
